budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
500,NovaSearch/stella_en_1.5B_v5,prior,dpp,dpp,prior/dpp/dpp,0.46783596992265003,0.08316304068133798,0.462799791386814,0.4683225942050612,0.4694816916386607,0.4589070660385027,0.4699198952612474,0.4323188455293132,0.27431623391666504,-0.36487960661014646
500,NovaSearch/stella_en_1.5B_v5,prior,mmr,topk,prior/mmr/topk,0.41533384859155276,0.0872509576257248,0.4142399717247506,0.41293101262034904,0.4093780831509209,0.36601499942995414,0.33810257275460665,0.38177887365322655,0.46113165359030356,-6.202312338945702
500,NovaSearch/stella_en_1.5B_v5,prior,graphcut,topk,prior/graphcut/topk,0.41533384859155276,0.08725095763451086,0.4142399717247506,0.41293101262034904,0.4093780831509209,0.36601499942995414,0.33810257275460665,0.38177887365322655,0.46113165359030356,-6.202312338945702
500,NovaSearch/stella_en_1.5B_v5,prior,fl,topk,prior/fl/topk,0.41533384859155276,0.08725095763451086,0.4142399717247506,0.41293101262034904,0.4093780831509209,0.36601499942995414,0.33810257275460665,0.38177887365322655,0.46113165359030356,-6.202312338945702
500,all-MiniLM-L6-v2,prior,mmr,greedy,prior/mmr/greedy,0.4469861279502176,0.07941655558094664,0.4618762067263817,0.4387243006145884,0.422468430628394,0.398776056678025,0.28041329436478085,0.43209237670911665,-0.0019552462765788287,-0.02569340946282401
500,all-MiniLM-L6-v2,prior,graphcut,greedy,prior/graphcut/greedy,0.4505606376684952,0.07907220271398437,0.46186806233631283,0.43944025197015685,0.435544999044687,0.42409069606858296,0.30436834734606416,0.43865916197004495,-0.008535501387498543,-0.028939840399203293
500,all-MiniLM-L6-v2,prior,fl,greedy,prior/fl/greedy,0.6853717472890933,0.05631254257563994,0.6991529165399571,0.6866340646344199,0.6628145310091167,0.6357106183479592,0.5388904178515622,0.7035186837895561,0.303727134394477,-0.48787641364044315
500,all-MiniLM-L6-v2,prior,mmr,cost_norm,prior/mmr/cost_norm,0.48811689508723205,0.07300824350413848,0.4957615839745383,0.47987469576762526,0.4965349879028728,0.4260195266667931,0.3505502811392739,0.4809887364474674,0.029583774878256867,-0.040076211637395595
500,all-MiniLM-L6-v2,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.4846589367433625,0.0722119411067018,0.48517158774161223,0.478461150380764,0.4825472870079548,0.48302050309066824,0.33089770791327255,0.48037447315944376,0.02037468833844647,-0.05148921264028001
500,all-MiniLM-L6-v2,prior,fl,cost_norm,prior/fl/cost_norm,0.7308396599219138,0.05632503174315646,0.7374889094717818,0.7314166138351931,0.7103914656372335,0.7222649756304655,0.6965058274685395,0.7422692986524141,0.25371253933265525,-1.1535559902494807
