model,prior_method,paper_id,retain_pct,retain_pct_display,num_units,gr_coverage,avg_dec_coverage,oracle_retention,selected_count
BAAI/bge-m3,kmeans,1001_slides.pdf,0.5,50%,63,0.7794542152263622,0.7804726797688879,0.8333333333333334,6
BAAI/bge-m3,kmeans,1026_slides.pdf,1.0,100%,160,0.653908899092358,0.7354686557815291,1.0,5
BAAI/bge-m3,kmeans,1026_slides.pdf,0.03,3%,4,0.6212446269517456,0.6572683138801763,0.4,4
BAAI/bge-m3,kmeans,1026_slides.pdf,0.05,5%,8,0.6212446269517456,0.6458554209713075,0.4,4
BAAI/bge-m3,kmeans,1026_slides.pdf,0.1,10%,16,0.625236968398816,0.6737568798639547,0.4,5
BAAI/bge-m3,kmeans,1026_slides.pdf,0.2,20%,32,0.6212446269517456,0.6485599365495675,0.4,4
BAAI/bge-m3,kmeans,1026_slides.pdf,0.5,50%,80,0.653908899092358,0.7354686557815291,1.0,5
BAAI/bge-m3,kmeans,1025_slides.pdf,1.0,100%,195,0.6855520227523197,0.7301224481041184,1.0,6
BAAI/bge-m3,kmeans,1025_slides.pdf,0.03,3%,5,0.6793994848665859,0.7007196522420215,0.16666666666666666,5
BAAI/bge-m3,kmeans,1025_slides.pdf,0.05,5%,9,0.7058130673462667,0.7426947999242661,0.16666666666666666,8
BAAI/bge-m3,kmeans,1025_slides.pdf,0.1,10%,19,0.583046753975614,0.66504272135856,0.3333333333333333,5
BAAI/bge-m3,kmeans,1025_slides.pdf,0.2,20%,39,0.633913875497702,0.6737125857634189,0.6666666666666666,5
BAAI/bge-m3,kmeans,1025_slides.pdf,0.5,50%,97,0.6658559666639298,0.684090083298368,0.8333333333333334,6
BAAI/bge-m3,kmeans,1019_slides.pdf,1.0,100%,203,0.7627088089262022,0.7813275339619106,1.0,7
BAAI/bge-m3,kmeans,1019_slides.pdf,0.03,3%,6,0.5950622792981203,0.6931496398475753,0.14285714285714285,5
BAAI/bge-m3,kmeans,1019_slides.pdf,0.05,5%,10,0.6077603342654202,0.7117449517962091,0.14285714285714285,6
BAAI/bge-m3,kmeans,1019_slides.pdf,0.1,10%,20,0.6625535471991256,0.7341241094458298,0.14285714285714285,7
BAAI/bge-m3,kmeans,1019_slides.pdf,0.2,20%,40,0.7201104697537389,0.7839450700155062,0.2857142857142857,7
BAAI/bge-m3,kmeans,1019_slides.pdf,0.5,50%,101,0.7290908926919102,0.7943067843155096,0.7142857142857143,6
BAAI/bge-m3,kmeans,1021_slides.pdf,1.0,100%,238,0.7517422963342033,0.7142048189229139,1.0,7
BAAI/bge-m3,kmeans,1021_slides.pdf,0.03,3%,7,0.5649497008604208,0.5648011197251444,0.14285714285714285,6
BAAI/bge-m3,kmeans,1021_slides.pdf,0.05,5%,11,0.600188438736314,0.6097528834282476,0.14285714285714285,5
BAAI/bge-m3,kmeans,1021_slides.pdf,0.1,10%,23,0.600188438736314,0.6088342881801615,0.14285714285714285,6
BAAI/bge-m3,kmeans,1021_slides.pdf,0.2,20%,47,0.623239725354311,0.6270539708864142,0.42857142857142855,6
BAAI/bge-m3,kmeans,1021_slides.pdf,0.5,50%,119,0.7315480698289549,0.7612937900518464,0.5714285714285714,5
BAAI/bge-m3,kmeans,1009_slides.pdf,1.0,100%,295,0.7811656877654495,0.7993878899128306,1.0,7
BAAI/bge-m3,kmeans,1009_slides.pdf,0.03,3%,8,0.6303710086527446,0.6871786569996072,0.14285714285714285,5
BAAI/bge-m3,kmeans,1009_slides.pdf,0.05,5%,14,0.6802301866285383,0.7584789868447728,0.2857142857142857,7
BAAI/bge-m3,kmeans,1009_slides.pdf,0.1,10%,29,0.7887104897455606,0.8667855788173802,0.2857142857142857,6
BAAI/bge-m3,kmeans,1009_slides.pdf,0.2,20%,59,0.7346024813656465,0.7574728776276749,0.2857142857142857,6
BAAI/bge-m3,kmeans,1009_slides.pdf,0.5,50%,147,0.7586978360705933,0.7706383919547768,0.7142857142857143,6
BAAI/bge-m3,kmeans,1035_slides.pdf,1.0,100%,232,0.780382468745965,0.7624077216762007,1.0,8
BAAI/bge-m3,kmeans,1035_slides.pdf,0.03,3%,6,0.5881636725030869,0.5892232486765485,0.125,6
BAAI/bge-m3,kmeans,1035_slides.pdf,0.05,5%,11,0.5881636725030869,0.5892232486765485,0.125,6
BAAI/bge-m3,kmeans,1035_slides.pdf,0.1,10%,23,0.5881637385495988,0.5892233049874779,0.125,5
BAAI/bge-m3,kmeans,1035_slides.pdf,0.2,20%,46,0.5949842297441127,0.6335500990300101,0.25,6
BAAI/bge-m3,kmeans,1035_slides.pdf,0.5,50%,116,0.838004748083743,0.7690512872976405,0.625,7
BAAI/bge-m3,kmeans,1041_slides.pdf,1.0,100%,190,0.7997665510226974,0.786795694624777,1.0,7
BAAI/bge-m3,kmeans,1041_slides.pdf,0.03,3%,5,0.5254144993830253,0.5253073174021233,0.14285714285714285,4
BAAI/bge-m3,kmeans,1041_slides.pdf,0.05,5%,9,0.5624407038916414,0.5658056457354774,0.14285714285714285,6
BAAI/bge-m3,kmeans,1041_slides.pdf,0.1,10%,19,0.7292470433126707,0.6938873632047736,0.14285714285714285,5
BAAI/bge-m3,kmeans,1041_slides.pdf,0.2,20%,38,0.6919263168220874,0.6937010510567885,0.2857142857142857,6
BAAI/bge-m3,kmeans,1041_slides.pdf,0.5,50%,95,0.7546837397070585,0.6971652672290795,0.7142857142857143,6
BAAI/bge-m3,kmeans,1044_slides.pdf,1.0,100%,215,0.6620572256532243,0.7421613528076465,1.0,6
BAAI/bge-m3,kmeans,1044_slides.pdf,0.03,3%,6,0.5945471133879441,0.61718211376591,0.16666666666666666,5
BAAI/bge-m3,kmeans,1044_slides.pdf,0.05,5%,10,0.5822663927526633,0.6339517919470644,0.3333333333333333,6
BAAI/bge-m3,kmeans,1044_slides.pdf,0.1,10%,21,0.5807594228038789,0.6483420976577302,0.3333333333333333,6
BAAI/bge-m3,kmeans,1044_slides.pdf,0.2,20%,43,0.7799810147593553,0.7468187738670021,0.3333333333333333,6
BAAI/bge-m3,kmeans,1044_slides.pdf,0.5,50%,107,0.6620572256532243,0.7421613528076465,1.0,6
BAAI/bge-m3,kmeans,1038_slides.pdf,1.0,100%,169,0.658603967606507,0.6631005482312121,1.0,5
BAAI/bge-m3,kmeans,1038_slides.pdf,0.03,3%,5,0.6378998506826522,0.6542622077768631,0.2,5
BAAI/bge-m3,kmeans,1038_slides.pdf,0.05,5%,8,0.6373270389149789,0.6479059587509443,0.2,6
BAAI/bge-m3,kmeans,1038_slides.pdf,0.1,10%,16,0.6047814927467006,0.6247789539183474,0.4,6
BAAI/bge-m3,kmeans,1038_slides.pdf,0.2,20%,33,0.6246321644559054,0.6412603420017664,0.6,6
BAAI/bge-m3,kmeans,1038_slides.pdf,0.5,50%,84,0.6866333889785303,0.6735662862035611,0.8,5
BAAI/bge-m3,kmeans,1027_slides.pdf,1.0,100%,85,0.7888863801254258,0.7724027538316732,1.0,6
BAAI/bge-m3,kmeans,1027_slides.pdf,0.03,3%,2,0.6645702424571449,0.6501463666421802,0.16666666666666666,2
BAAI/bge-m3,kmeans,1027_slides.pdf,0.05,5%,4,0.7649285535810706,0.6649918206005435,0.3333333333333333,4
BAAI/bge-m3,kmeans,1027_slides.pdf,0.1,10%,8,0.8882467726748093,0.7330003298233918,0.3333333333333333,5
BAAI/bge-m3,kmeans,1027_slides.pdf,0.2,20%,17,0.7403231626627096,0.7119893654817879,0.5,7
BAAI/bge-m3,kmeans,1027_slides.pdf,0.5,50%,42,0.7993153816137522,0.7397315488849451,0.8333333333333334,6
BAAI/bge-m3,kmeans,1046_slides.pdf,1.0,100%,240,0.62929431424421,0.7440201686491313,1.0,5
BAAI/bge-m3,kmeans,1046_slides.pdf,0.03,3%,7,0.5530759506336795,0.6419428806802032,0.2,5
BAAI/bge-m3,kmeans,1046_slides.pdf,0.05,5%,12,0.5610972392197098,0.6931029598791819,0.2,7
BAAI/bge-m3,kmeans,1046_slides.pdf,0.1,10%,24,0.6109983954926511,0.7363362090278178,0.4,5
BAAI/bge-m3,kmeans,1046_slides.pdf,0.2,20%,48,0.6393229532338011,0.7004457257630841,0.6,6
BAAI/bge-m3,kmeans,1046_slides.pdf,0.5,50%,120,0.6378065970568846,0.7196850124321035,0.8,7
BAAI/bge-m3,kmeans,1050_slides.pdf,1.0,100%,290,0.7928933186920388,0.7252108314708177,1.0,7
BAAI/bge-m3,kmeans,1050_slides.pdf,0.03,3%,8,0.5008687903971596,0.507921629263708,0.2857142857142857,6
BAAI/bge-m3,kmeans,1050_slides.pdf,0.05,5%,14,0.5100755050070503,0.5145465064450833,0.2857142857142857,6
BAAI/bge-m3,kmeans,1050_slides.pdf,0.1,10%,29,0.6153751542844975,0.6239001121984691,0.2857142857142857,8
BAAI/bge-m3,kmeans,1050_slides.pdf,0.2,20%,58,0.663068655208657,0.6799992802888033,0.5714285714285714,8
BAAI/bge-m3,kmeans,1050_slides.pdf,0.5,50%,145,0.7100763716000154,0.695422948781144,0.7142857142857143,8
BAAI/bge-m3,kmeans,1048_slides.pdf,1.0,100%,187,0.6403471345652725,0.6614802010030495,1.0,6
BAAI/bge-m3,kmeans,1048_slides.pdf,0.03,3%,5,0.7318321294105729,0.6632162810175078,0.16666666666666666,5
BAAI/bge-m3,kmeans,1048_slides.pdf,0.05,5%,9,0.7221670131395925,0.7024233290722597,0.16666666666666666,5
BAAI/bge-m3,kmeans,1048_slides.pdf,0.1,10%,18,0.728826978624193,0.6641904305612037,0.16666666666666666,5
BAAI/bge-m3,kmeans,1048_slides.pdf,0.2,20%,37,0.6549060088014703,0.6478143638988064,0.3333333333333333,5
BAAI/bge-m3,kmeans,1048_slides.pdf,0.5,50%,93,0.7086447857527666,0.648634392976823,0.5,6
BAAI/bge-m3,kmeans,1028_slides.pdf,1.0,100%,170,0.7157082612261821,0.699399151263789,1.0,4
BAAI/bge-m3,kmeans,1028_slides.pdf,0.03,3%,5,0.6221041092062806,0.645996809874235,0.25,5
BAAI/bge-m3,kmeans,1028_slides.pdf,0.05,5%,8,0.6913036522272097,0.6938743985990999,0.25,4
BAAI/bge-m3,kmeans,1028_slides.pdf,0.1,10%,17,0.6960797369891659,0.7029139069309502,0.5,4
BAAI/bge-m3,kmeans,1028_slides.pdf,0.2,20%,34,0.7328975357381068,0.7226331650099886,0.5,4
BAAI/bge-m3,kmeans,1028_slides.pdf,0.5,50%,85,0.6924659857047573,0.6931018728483584,0.5,4
BAAI/bge-m3,kmeans,1053_slides.pdf,1.0,100%,282,0.6738470559796401,0.7061452667951145,1.0,6
BAAI/bge-m3,kmeans,1053_slides.pdf,0.03,3%,8,0.4967461880932948,0.5777077668888327,0.16666666666666666,5
BAAI/bge-m3,kmeans,1053_slides.pdf,0.05,5%,14,0.49918366441585554,0.5864436704283126,0.16666666666666666,4
BAAI/bge-m3,kmeans,1053_slides.pdf,0.1,10%,28,0.5083696154384852,0.5979532627364281,0.16666666666666666,6
BAAI/bge-m3,kmeans,1053_slides.pdf,0.2,20%,56,0.501444508376716,0.594300814831658,0.16666666666666666,6
BAAI/bge-m3,kmeans,1053_slides.pdf,0.5,50%,141,0.704643420356556,0.6784823887326152,0.5,4
BAAI/bge-m3,kmeans,1055_slides.pdf,1.0,100%,144,0.7420286538755309,0.7409012326898705,1.0,6
BAAI/bge-m3,kmeans,1055_slides.pdf,0.03,3%,4,0.4790802397187522,0.5077042147219616,0.16666666666666666,4
BAAI/bge-m3,kmeans,1055_slides.pdf,0.05,5%,7,0.6643623332843742,0.5774895429293405,0.16666666666666666,4
BAAI/bge-m3,kmeans,1055_slides.pdf,0.1,10%,14,0.6703745285062629,0.6610532380440562,0.3333333333333333,6
BAAI/bge-m3,kmeans,1055_slides.pdf,0.2,20%,28,0.6591235023093763,0.693214487180901,0.5,5
BAAI/bge-m3,kmeans,1055_slides.pdf,0.5,50%,72,0.731740839662817,0.7723604904936447,0.8333333333333334,6
BAAI/bge-m3,kmeans,1047_slides.pdf,1.0,100%,227,0.7523579537013837,0.7376224723887619,1.0,6
BAAI/bge-m3,kmeans,1047_slides.pdf,0.03,3%,6,0.6038878747278317,0.5948267787656958,0.16666666666666666,5
BAAI/bge-m3,kmeans,1047_slides.pdf,0.05,5%,11,0.6558883103374945,0.6413705658646549,0.16666666666666666,4
BAAI/bge-m3,kmeans,1047_slides.pdf,0.1,10%,22,0.7616550734137971,0.7438570934063121,0.16666666666666666,5
BAAI/bge-m3,kmeans,1047_slides.pdf,0.2,20%,45,0.8194972287785921,0.7770290731458842,0.3333333333333333,6
BAAI/bge-m3,kmeans,1047_slides.pdf,0.5,50%,113,0.7731536946460484,0.7521070466861286,0.6666666666666666,7
BAAI/bge-m3,kmeans,1049_slides.pdf,1.0,100%,205,0.7399717784561616,0.8019455649343263,1.0,4
BAAI/bge-m3,kmeans,1049_slides.pdf,0.03,3%,6,0.5663267519021113,0.6028272795544214,0.25,5
BAAI/bge-m3,kmeans,1049_slides.pdf,0.05,5%,10,0.5646559996512196,0.620065372728565,0.25,4
BAAI/bge-m3,kmeans,1049_slides.pdf,0.1,10%,20,0.5716316627833391,0.6279360348444925,0.5,4
BAAI/bge-m3,kmeans,1049_slides.pdf,0.2,20%,41,0.6608442035043436,0.7408988124269427,0.5,5
BAAI/bge-m3,kmeans,1049_slides.pdf,0.5,50%,102,0.6355048730367622,0.7034605390188613,0.75,4
BAAI/bge-m3,kmeans,1063_slides.pdf,1.0,100%,104,0.7999699827777637,0.8253958856361194,1.0,5
BAAI/bge-m3,kmeans,1063_slides.pdf,0.03,3%,3,0.7114866290079945,0.7015207491515634,0.2,3
BAAI/bge-m3,kmeans,1063_slides.pdf,0.05,5%,5,0.7302471611125148,0.7073882498480571,0.2,4
BAAI/bge-m3,kmeans,1063_slides.pdf,0.1,10%,10,0.791075149680473,0.7960946018872456,0.4,5
BAAI/bge-m3,kmeans,1063_slides.pdf,0.2,20%,20,0.828730422164995,0.8413221596488529,0.4,6
BAAI/bge-m3,kmeans,1063_slides.pdf,0.5,50%,52,0.7206730579784386,0.7098075524427127,0.8,5
BAAI/bge-m3,kmeans,1054_slides.pdf,1.0,100%,224,0.7406239972616127,0.8031661367547522,1.0,6
BAAI/bge-m3,kmeans,1054_slides.pdf,0.03,3%,6,0.6700235803047595,0.7040992630554603,0.3333333333333333,6
BAAI/bge-m3,kmeans,1054_slides.pdf,0.05,5%,11,0.670798195709009,0.7133848384624095,0.3333333333333333,8
BAAI/bge-m3,kmeans,1054_slides.pdf,0.1,10%,22,0.6926564682095468,0.7293732940244425,0.3333333333333333,6
BAAI/bge-m3,kmeans,1054_slides.pdf,0.2,20%,44,0.8019132476326258,0.8261852429903414,0.5,6
BAAI/bge-m3,kmeans,1054_slides.pdf,0.5,50%,112,0.8272514781275411,0.8262313582691336,0.6666666666666666,7
BAAI/bge-m3,kmeans,1056_slides.pdf,1.0,100%,98,0.8259832430081699,0.8465560293455493,1.0,7
BAAI/bge-m3,kmeans,1056_slides.pdf,0.03,3%,2,0.6360096899206921,0.6813425456407836,0.14285714285714285,2
BAAI/bge-m3,kmeans,1056_slides.pdf,0.05,5%,4,0.760848838119075,0.7976017007371818,0.2857142857142857,4
BAAI/bge-m3,kmeans,1056_slides.pdf,0.1,10%,9,0.7469593638795121,0.7797606113062563,0.2857142857142857,6
BAAI/bge-m3,kmeans,1056_slides.pdf,0.2,20%,19,0.7510168951174986,0.8076265693704461,0.42857142857142855,6
BAAI/bge-m3,kmeans,1056_slides.pdf,0.5,50%,49,0.7505785742785395,0.7622116265528475,0.5714285714285714,4
BAAI/bge-m3,kmeans,1065_slides.pdf,1.0,100%,66,0.6385063432980712,0.7224072732541114,1.0,4
BAAI/bge-m3,kmeans,1065_slides.pdf,0.03,3%,1,0.5913741870944718,0.6644610702352988,0.25,1
BAAI/bge-m3,kmeans,1065_slides.pdf,0.05,5%,3,0.6782228533777608,0.7546425630810586,0.25,3
BAAI/bge-m3,kmeans,1065_slides.pdf,0.1,10%,6,0.6820280309488105,0.7423043827900289,0.25,4
BAAI/bge-m3,kmeans,1065_slides.pdf,0.2,20%,13,0.7303280098075654,0.7719794998032503,0.25,3
BAAI/bge-m3,kmeans,1065_slides.pdf,0.5,50%,33,0.6689669943867838,0.7654994499799859,0.5,5
BAAI/bge-m3,kmeans,1061_slides.pdf,1.0,100%,112,0.8325435580881879,0.8254486047044799,1.0,6
BAAI/bge-m3,kmeans,1061_slides.pdf,0.03,3%,3,0.6860014407112194,0.6908984855351082,0.16666666666666666,3
BAAI/bge-m3,kmeans,1061_slides.pdf,0.05,5%,5,0.7297101593567166,0.7359707733576415,0.16666666666666666,4
BAAI/bge-m3,kmeans,1061_slides.pdf,0.1,10%,11,0.743031350110396,0.7373731815231932,0.16666666666666666,5
BAAI/bge-m3,kmeans,1061_slides.pdf,0.2,20%,22,0.7543514164065382,0.7663192192073441,0.16666666666666666,6
BAAI/bge-m3,kmeans,1061_slides.pdf,0.5,50%,56,0.8571396611400359,0.8367510860793758,0.5,7
BAAI/bge-m3,kmeans,1062_slides.pdf,1.0,100%,106,0.7706929147640025,0.8344439069032068,1.0,6
BAAI/bge-m3,kmeans,1062_slides.pdf,0.03,3%,3,0.6747173968485896,0.7261035941546827,0.16666666666666666,3
BAAI/bge-m3,kmeans,1062_slides.pdf,0.05,5%,5,0.6926827871456294,0.7370870092258606,0.16666666666666666,5
BAAI/bge-m3,kmeans,1062_slides.pdf,0.1,10%,10,0.7595214541592067,0.815469155906436,0.3333333333333333,6
BAAI/bge-m3,kmeans,1062_slides.pdf,0.2,20%,21,0.7246807931956887,0.8076021579472678,0.5,5
BAAI/bge-m3,kmeans,1062_slides.pdf,0.5,50%,53,0.7223846191300364,0.8171960546988886,0.5,5
BAAI/bge-m3,kmeans,1069_slides.pdf,1.0,100%,113,0.7809827138062209,0.7787473634756096,1.0,5
BAAI/bge-m3,kmeans,1069_slides.pdf,0.03,3%,3,0.5970850992996316,0.6513701186648745,0.2,3
BAAI/bge-m3,kmeans,1069_slides.pdf,0.05,5%,5,0.5970852101981379,0.651370133136365,0.2,5
BAAI/bge-m3,kmeans,1069_slides.pdf,0.1,10%,11,0.6883868414929867,0.6784466910076924,0.2,5
BAAI/bge-m3,kmeans,1069_slides.pdf,0.2,20%,22,0.7426250275305541,0.7488709255659677,0.2,6
BAAI/bge-m3,kmeans,1069_slides.pdf,0.5,50%,56,0.7225752984223357,0.7522013047251844,0.8,5
BAAI/bge-m3,kmeans,1089_slides.pdf,1.0,100%,201,0.6812353437710886,0.7132348498308108,1.0,6
BAAI/bge-m3,kmeans,1089_slides.pdf,0.03,3%,6,0.6707458285466663,0.6733234045239239,0.16666666666666666,5
BAAI/bge-m3,kmeans,1089_slides.pdf,0.05,5%,10,0.7436614560646037,0.7024761890384887,0.3333333333333333,6
BAAI/bge-m3,kmeans,1089_slides.pdf,0.1,10%,20,0.719504097537415,0.7124193334640131,0.5,6
BAAI/bge-m3,kmeans,1089_slides.pdf,0.2,20%,40,0.6977835945029126,0.7228133550368845,0.6666666666666666,8
BAAI/bge-m3,kmeans,1089_slides.pdf,0.5,50%,100,0.7621533004868294,0.7914390600978436,0.6666666666666666,6
BAAI/bge-m3,kmeans,1080_slides.pdf,1.0,100%,264,0.6611313474812943,0.6650225631848122,1.0,5
BAAI/bge-m3,kmeans,1080_slides.pdf,0.03,3%,7,0.6868043574406594,0.7019921284085476,0.2,5
BAAI/bge-m3,kmeans,1080_slides.pdf,0.05,5%,13,0.6622472347892703,0.6867535503949687,0.2,4
BAAI/bge-m3,kmeans,1080_slides.pdf,0.1,10%,26,0.609345837019865,0.6366275362519791,0.6,4
BAAI/bge-m3,kmeans,1080_slides.pdf,0.2,20%,52,0.5816741009987504,0.6263905129505086,0.8,6
BAAI/bge-m3,kmeans,1080_slides.pdf,0.5,50%,132,0.6682354139856816,0.6834722604445527,0.8,6
BAAI/bge-m3,kmeans,1064_slides.pdf,1.0,100%,115,0.6971129682490603,0.7304819297383861,1.0,5
BAAI/bge-m3,kmeans,1064_slides.pdf,0.03,3%,3,0.44859342290876847,0.5775889560807879,0.2,3
BAAI/bge-m3,kmeans,1064_slides.pdf,0.05,5%,5,0.5214722874811133,0.6849865803997235,0.2,4
BAAI/bge-m3,kmeans,1064_slides.pdf,0.1,10%,11,0.5922666176233957,0.7500911200459595,0.4,5
BAAI/bge-m3,kmeans,1064_slides.pdf,0.2,20%,23,0.7390877884600245,0.8243154185518424,0.6,4
BAAI/bge-m3,kmeans,1064_slides.pdf,0.5,50%,57,0.8077787407023528,0.7691418599555837,0.8,7
BAAI/bge-m3,kmeans,1078_slides.pdf,1.0,100%,90,0.7817169695931074,0.8423378637834181,1.0,6
BAAI/bge-m3,kmeans,1078_slides.pdf,0.03,3%,2,0.5607304389109146,0.6384484512042456,0.16666666666666666,2
BAAI/bge-m3,kmeans,1078_slides.pdf,0.05,5%,4,0.6200070301207914,0.7176405598454783,0.16666666666666666,4
BAAI/bge-m3,kmeans,1078_slides.pdf,0.1,10%,9,0.6313163679165352,0.7023614878708201,0.16666666666666666,6
BAAI/bge-m3,kmeans,1078_slides.pdf,0.2,20%,18,0.7663081281061301,0.7956521385460796,0.3333333333333333,6
BAAI/bge-m3,kmeans,1078_slides.pdf,0.5,50%,45,0.7817169695931074,0.8423378637834181,1.0,6
BAAI/bge-m3,kmeans,1093_slides.pdf,1.0,100%,114,0.7447959831893339,0.7793774742018317,1.0,5
BAAI/bge-m3,kmeans,1093_slides.pdf,0.03,3%,3,0.6000054704832287,0.632940688140928,0.2,3
BAAI/bge-m3,kmeans,1093_slides.pdf,0.05,5%,5,0.600005529053713,0.632940688140928,0.2,5
BAAI/bge-m3,kmeans,1093_slides.pdf,0.1,10%,11,0.7216071084888194,0.6929048676766341,0.4,5
BAAI/bge-m3,kmeans,1093_slides.pdf,0.2,20%,22,0.7577872680184188,0.7944228800698143,0.4,4
BAAI/bge-m3,kmeans,1093_slides.pdf,0.5,50%,57,0.7706987212774739,0.8430489830742437,0.8,5
BAAI/bge-m3,kmeans,1071_slides.pdf,1.0,100%,206,0.7601630747631487,0.8111419719563011,1.0,6
BAAI/bge-m3,kmeans,1071_slides.pdf,0.03,3%,6,0.5877999002657358,0.6154209615852919,0.16666666666666666,6
BAAI/bge-m3,kmeans,1071_slides.pdf,0.05,5%,10,0.5781041763342967,0.6049871419378166,0.16666666666666666,6
BAAI/bge-m3,kmeans,1071_slides.pdf,0.1,10%,20,0.6672191862240848,0.7369400953853436,0.16666666666666666,5
BAAI/bge-m3,kmeans,1071_slides.pdf,0.2,20%,41,0.7885911418052557,0.8564395227016666,0.3333333333333333,6
BAAI/bge-m3,kmeans,1071_slides.pdf,0.5,50%,103,0.7677643323553698,0.8111419719563011,0.6666666666666666,5
BAAI/bge-m3,kmeans,1103_slides.pdf,1.0,100%,416,0.6816129564878082,0.7371035293782048,1.0,6
BAAI/bge-m3,kmeans,1103_slides.pdf,0.03,3%,12,0.5823144325298527,0.6218102699664174,0.16666666666666666,3
BAAI/bge-m3,kmeans,1103_slides.pdf,0.05,5%,20,0.5823145415867915,0.6218103146869223,0.16666666666666666,4
BAAI/bge-m3,kmeans,1103_slides.pdf,0.1,10%,41,0.5823145415867915,0.6218103146869223,0.16666666666666666,4
BAAI/bge-m3,kmeans,1103_slides.pdf,0.2,20%,83,0.6410208187515118,0.7026027024331815,0.16666666666666666,5
BAAI/bge-m3,kmeans,1103_slides.pdf,0.5,50%,208,0.6783616419699958,0.7184468995215364,0.6666666666666666,5
BAAI/bge-m3,kmeans,1096_slides.pdf,1.0,100%,190,0.7490263298685594,0.7363450751807101,1.0,5
BAAI/bge-m3,kmeans,1096_slides.pdf,0.03,3%,5,0.5857663196324657,0.6483280567688624,0.2,4
BAAI/bge-m3,kmeans,1096_slides.pdf,0.05,5%,9,0.630091540188732,0.6860511332576041,0.2,4
BAAI/bge-m3,kmeans,1096_slides.pdf,0.1,10%,19,0.7197133893766423,0.696086301076985,0.4,6
BAAI/bge-m3,kmeans,1096_slides.pdf,0.2,20%,38,0.7979419581934919,0.777818843664097,0.6,7
BAAI/bge-m3,kmeans,1096_slides.pdf,0.5,50%,95,0.7490263298685594,0.7363450751807101,1.0,5
BAAI/bge-m3,kmeans,1077_slides.pdf,1.0,100%,114,0.7252094995707632,0.8166922113968024,1.0,7
BAAI/bge-m3,kmeans,1077_slides.pdf,0.03,3%,3,0.7477907201256635,0.7300185847748082,0.2857142857142857,3
BAAI/bge-m3,kmeans,1077_slides.pdf,0.05,5%,5,0.753555241510811,0.7617279971889209,0.2857142857142857,5
BAAI/bge-m3,kmeans,1077_slides.pdf,0.1,10%,11,0.765839096765186,0.7728932542567419,0.2857142857142857,5
BAAI/bge-m3,kmeans,1077_slides.pdf,0.2,20%,22,0.7410756789985392,0.8004985119583599,0.5714285714285714,7
BAAI/bge-m3,kmeans,1077_slides.pdf,0.5,50%,57,0.7788579194491573,0.8205136000992653,0.8571428571428571,7
BAAI/bge-m3,kmeans,1115_slides.pdf,1.0,100%,290,0.6894317325260452,0.716760802604687,1.0,5
BAAI/bge-m3,kmeans,1115_slides.pdf,0.03,3%,8,0.6941205320708879,0.7249190855721478,0.2,5
BAAI/bge-m3,kmeans,1115_slides.pdf,0.05,5%,14,0.7139469866425578,0.7481663169862932,0.2,6
BAAI/bge-m3,kmeans,1115_slides.pdf,0.1,10%,29,0.7148296333244633,0.7602205919559746,0.2,5
BAAI/bge-m3,kmeans,1115_slides.pdf,0.2,20%,58,0.7148296333244633,0.7535434218739558,0.4,6
BAAI/bge-m3,kmeans,1115_slides.pdf,0.5,50%,145,0.6941742535497929,0.7193967197899659,0.8,5
BAAI/bge-m3,kmeans,1090_slides.pdf,1.0,100%,117,0.708835524339554,0.8134608635042087,1.0,4
BAAI/bge-m3,kmeans,1090_slides.pdf,0.03,3%,3,0.7397596458726935,0.8124587997216768,0.25,3
BAAI/bge-m3,kmeans,1090_slides.pdf,0.05,5%,5,0.7397594148939918,0.8185621832964638,0.25,5
BAAI/bge-m3,kmeans,1090_slides.pdf,0.1,10%,11,0.7397596458726935,0.814168465303648,0.5,4
BAAI/bge-m3,kmeans,1090_slides.pdf,0.2,20%,23,0.7352385842530039,0.8360650507265253,0.5,5
BAAI/bge-m3,kmeans,1090_slides.pdf,0.5,50%,58,0.7781687477270253,0.8368129801226734,0.5,6
BAAI/bge-m3,kmeans,1106_slides.pdf,1.0,100%,210,0.8355476469127774,0.8028523137242829,1.0,7
BAAI/bge-m3,kmeans,1106_slides.pdf,0.03,3%,6,0.5797111948328103,0.6100079021836422,0.2857142857142857,5
BAAI/bge-m3,kmeans,1106_slides.pdf,0.05,5%,10,0.5847187451903855,0.6445872170421015,0.42857142857142855,5
BAAI/bge-m3,kmeans,1106_slides.pdf,0.1,10%,21,0.6405417771880528,0.6580879920465589,0.42857142857142855,5
BAAI/bge-m3,kmeans,1106_slides.pdf,0.2,20%,42,0.7706281722638957,0.8121601964378398,0.5714285714285714,6
BAAI/bge-m3,kmeans,1106_slides.pdf,0.5,50%,105,0.8355476469127774,0.7845641341563874,0.8571428571428571,7
BAAI/bge-m3,kmeans,1117_slides.pdf,1.0,100%,94,0.837089535327036,0.8132803464979294,1.0,7
BAAI/bge-m3,kmeans,1117_slides.pdf,0.03,3%,2,0.5711713469890504,0.6321711903145322,0.14285714285714285,2
BAAI/bge-m3,kmeans,1117_slides.pdf,0.05,5%,4,0.6199566493637374,0.67437470834889,0.2857142857142857,4
BAAI/bge-m3,kmeans,1117_slides.pdf,0.1,10%,9,0.6103867697910584,0.645924169153896,0.2857142857142857,5
BAAI/bge-m3,kmeans,1117_slides.pdf,0.2,20%,18,0.6397547729690387,0.7079482484935022,0.2857142857142857,4
